customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1712-CUST3675,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),54.2,3349.3,No
1713-CUST3661,Male,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.41,6313.0,No
1714-CUST6556,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.99,3871.47,Yes
1715-CUST8639,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,56.87,3205.11,No
1716-CUST1274,Female,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.35,1975.43,Yes
1717-CUST4136,Male,0,No,No,59,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,52.88,3098.9,No
1718-CUST1068,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,56.61,4074.57,No
1719-CUST3774,Male,0,No,No,54,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,72.96,3915.04,Yes
1720-CUST5404,Female,0,No,No,62,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,92.96,5742.14,Yes
1721-CUST3194,Male,0,Yes,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.75,3473.43,Yes
1722-CUST9769,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,68.08,3693.44,No
1723-CUST5271,Female,0,No,No,24,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,59.77,1470.2,Yes
1724-CUST4407,Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.08,2020.48,Yes
1725-CUST7856,Female,1,No,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.65,3436.36,No
1726-CUST6758,Female,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.45,4037.62,Yes
1727-CUST2184,Male,0,Yes,No,44,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.26,2591.38,No
1728-CUST1229,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,85.18,6145.48,No
1729-CUST8098,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,75.9,2900.2,No
1730-CUST6729,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,80.55,5166.67,No
1731-CUST4984,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.03,1317.77,No
1732-CUST4788,Male,0,No,Yes,55,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.95,3706.78,No
1733-CUST9618,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,119.72,Yes
1734-CUST6935,Male,0,Yes,Yes,69,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),68.28,4693.88,No
1735-CUST9669,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,493.28,Yes
1736-CUST2954,Male,0,No,No,44,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.88,2801.57,Yes
1737-CUST2056,Male,1,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.83,2143.31,No
1738-CUST3640,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.0,2375.67,Yes
1739-CUST3914,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.65,2450.72,Yes
1740-CUST4531,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,286.27,Yes
1741-CUST1513,Female,0,Yes,Yes,5,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.23,458.93,Yes
1742-CUST5427,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.09,547.18,Yes
1743-CUST1532,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.11,3125.85,Yes
1744-CUST4926,Female,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),89.81,5995.0,Yes
1745-CUST3911,Female,0,Yes,No,63,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,60.06,3764.29,Yes
1746-CUST4268,Female,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.36,785.56,Yes
1747-CUST2277,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),86.04,163.82,Yes
1748-CUST1866,Male,1,No,No,61,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.29,4847.74,No
1749-CUST8929,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,76.48,847.83,Yes
1750-CUST6714,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,88.04,2532.98,Yes
1751-CUST7538,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.73,687.1,Yes
1752-CUST6800,Female,0,No,Yes,59,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.17,3640.83,No
1753-CUST6143,Male,0,Yes,No,37,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.1,1861.74,Yes
1754-CUST3156,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.52,782.08,Yes
1755-CUST7940,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),83.49,1414.64,Yes
1756-CUST3049,Male,0,No,Yes,51,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,67.43,3426.01,No
1757-CUST3813,Male,0,No,No,28,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,55.17,1555.67,Yes
1758-CUST2134,Male,0,Yes,No,59,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,67.22,3949.8,No
1759-CUST8753,Male,1,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.85,1800.0,Yes
1760-CUST7219,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,85.42,1374.65,Yes
1761-CUST2976,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,51.06,877.01,Yes
1762-CUST4013,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.16,1332.03,Yes
1763-CUST5983,Male,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,659.78,Yes
1764-CUST7494,Male,0,Yes,No,59,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.68,3924.25,No
1765-CUST6920,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,91.65,3381.62,Yes
1766-CUST3369,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),92.94,997.77,Yes
1767-CUST1206,Male,0,No,No,72,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),41.75,3007.11,No
1768-CUST5160,Male,0,No,Yes,0,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),54.74,0.0,No
1769-CUST7559,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.67,5277.02,Yes
1770-CUST2022,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.27,178.44,Yes
1771-CUST8765,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.65,3464.15,No
1772-CUST3524,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,324.87,No
1773-CUST9561,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,77.8,1680.02,Yes
1774-CUST5527,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),86.15,696.84,No
1775-CUST5388,Female,0,No,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),61.61,3337.79,Yes
1776-CUST7380,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),92.23,1617.2,Yes
1777-CUST7788,Male,0,No,No,61,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,55.32,3404.94,No
1778-CUST2841,Female,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),93.43,3567.85,Yes
1779-CUST6845,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,82.63,2134.95,Yes
1780-CUST9516,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,4074.41,Yes
1781-CUST9036,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.44,2747.1,Yes
1782-CUST7565,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.22,3061.12,Yes
1783-CUST5525,Female,1,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.34,930.73,Yes
1784-CUST5449,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),88.34,1671.34,Yes
1785-CUST5388,Female,0,No,No,39,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.56,2125.64,No
1786-CUST3842,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),82.33,4716.97,No
1787-CUST6532,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.92,2166.95,No
1788-CUST5476,Male,1,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,658.81,Yes
1789-CUST6319,Female,0,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),81.64,3580.37,No
1790-CUST1224,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),78.37,3139.31,No
1791-CUST5766,Female,1,No,Yes,8,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,66.14,527.41,Yes
1792-CUST6413,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),78.46,622.84,Yes
1793-CUST9798,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,1116.12,No
1794-CUST9633,Female,1,No,No,21,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.55,1329.14,Yes
1795-CUST3655,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,79.07,1154.74,No
1796-CUST6401,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.32,566.77,Yes
1797-CUST3977,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,76.4,4965.56,Yes
1798-CUST1800,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.64,998.98,Yes
1799-CUST3512,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,93.64,3444.61,Yes
1800-CUST1992,Male,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,77.1,523.7,Yes
1801-CUST7256,Male,1,No,Yes,20,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.81,1448.98,No
1802-CUST8484,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.79,3328.64,Yes
1803-CUST3025,Female,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),86.92,3921.58,No
1804-CUST2774,Male,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,740.06,No
1805-CUST5777,Male,0,No,Yes,45,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),55.35,2452.93,No
1806-CUST4256,Female,0,Yes,No,47,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.74,2664.7,Yes
1807-CUST3182,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),94.97,6565.19,No
1808-CUST5152,Female,0,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,533.33,Yes
1809-CUST9981,Female,0,No,Yes,32,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,63.05,1977.68,No
1810-CUST6002,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.68,973.57,No
1811-CUST7048,Male,0,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.15,4863.57,No
1812-CUST1693,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,125.71,Yes
1813-CUST8940,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,88.31,6370.46,Yes
1814-CUST8181,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,80.51,85.14,No
1815-CUST3946,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,82.27,1293.31,No
1816-CUST2023,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,95.41,4860.79,Yes
1817-CUST9218,Male,0,No,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.97,2560.74,No
1818-CUST1771,Female,0,Yes,No,36,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),43.67,1591.04,No
1819-CUST6503,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.75,3891.14,Yes
1820-CUST9130,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,788.81,No
1821-CUST7463,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.53,3190.42,Yes
1822-CUST5314,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,92.02,452.97,Yes
1823-CUST4803,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),83.46,5576.99,No
1824-CUST2877,Male,0,No,No,50,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),63.98,3196.88,Yes
1825-CUST2193,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.67,864.13,No
1826-CUST2615,Female,0,No,No,57,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),97.13,5505.09,No
1827-CUST3466,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,89.31,5001.77,Yes
1828-CUST4187,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),85.11,6144.02,No
1829-CUST7749,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,96.16,Yes
1830-CUST2998,Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,237.46,Yes
1831-CUST6406,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),67.61,3890.68,No
1832-CUST8774,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),80.28,2349.87,No
1833-CUST3508,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),91.15,78.67,No
1834-CUST2002,Female,1,Yes,Yes,57,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),76.62,4325.44,No
1835-CUST1148,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),84.37,2946.41,Yes
1836-CUST2901,Female,1,No,No,71,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),47.53,3357.85,Yes
1837-CUST6854,Female,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.58,3410.24,Yes
1838-CUST2740,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.05,674.0,Yes
1839-CUST5257,Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,100.07,6402.02,No
1840-CUST7076,Female,1,No,No,49,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.83,2577.17,Yes
1841-CUST4023,Female,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.14,2586.1,No
1842-CUST6577,Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),89.79,3774.66,No
1843-CUST9571,Male,0,No,No,53,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,56.93,3021.86,No
1844-CUST6819,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,77.3,3551.24,Yes
1845-CUST8605,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.51,291.58,No
1846-CUST9056,Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,84.84,3997.19,Yes
1847-CUST1700,Female,0,No,No,54,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),55.54,3029.42,No
1848-CUST7895,Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.58,653.33,No
1849-CUST8873,Female,0,Yes,Yes,46,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.03,3259.68,Yes
1850-CUST6319,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.78,1178.95,No
1851-CUST6344,Male,0,No,No,18,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),62.91,1148.66,Yes
1852-CUST1580,Female,1,No,No,8,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),64.2,532.49,Yes
1853-CUST6898,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,97.05,3501.83,Yes
1854-CUST2269,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,70.07,3546.7,No
1855-CUST9603,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),83.51,4675.98,Yes
1856-CUST6643,Male,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),105.84,2859.9,Yes
1857-CUST7764,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,631.42,No
1858-CUST8257,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,88.53,5600.34,No
1859-CUST6084,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,84.31,1420.4,Yes
1860-CUST2485,Female,0,No,Yes,34,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),67.15,2285.82,Yes
1861-CUST4362,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),63.82,4274.55,Yes
1862-CUST2295,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,81.76,3120.55,No
1863-CUST3191,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.74,531.38,No
1864-CUST8244,Female,1,Yes,No,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),78.01,1104.59,No
1865-CUST7233,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.79,495.86,Yes
1866-CUST9068,Female,0,No,Yes,16,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),43.31,672.56,Yes
1867-CUST4045,Male,0,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.61,6181.56,Yes
1868-CUST4265,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,54.35,602.96,No
1869-CUST6702,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,90.28,4961.67,Yes
1870-CUST6917,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),81.97,3697.86,No
1871-CUST7251,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.38,3777.22,Yes
1872-CUST7750,Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.14,900.16,Yes
1873-CUST1510,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.64,6343.6,No
1874-CUST3368,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),66.52,62.6,Yes
1875-CUST2499,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.42,4042.43,Yes
1876-CUST7429,Male,0,No,No,26,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,92.63,2430.33,Yes
1877-CUST7958,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,93.91,2812.68,No
1878-CUST8518,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,708.44,No
1879-CUST1855,Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.03,2767.66,Yes
